Pays,Catégorie,Item,Valeur,Plage
Saint Helena,Rent Per Month,Apartment (1 bedroom) in City Centre,614.12 €,594.31-653.74
Saint Helena,Rent Per Month,Apartment (1 bedroom) Outside of Centre,534.88 €,475.45-594.31
Saint Helena,Rent Per Month,Apartment (3 bedrooms) in City Centre,624.02 €,594.31-653.74
Saint Helena,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,570.54 €,463.56-653.74
Saint Helena,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,?,
Saint Helena,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,?,
Saint Helena,Salaries And Financing,Average Monthly Net Salary (After Tax),775.90 €,
Saint Helena,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",6.20,5.40-7.00
Saint Kitts And Nevis,Rent Per Month,Apartment (1 bedroom) in City Centre,909.71 €,"643.23-1,167.00"
Saint Kitts And Nevis,Rent Per Month,Apartment (1 bedroom) Outside of Centre,673.86 €,597.29-781.07
Saint Kitts And Nevis,Rent Per Month,Apartment (3 bedrooms) in City Centre,"3,822.62 €","3,216.15-4,429.10"
Saint Kitts And Nevis,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"2,484.11 €","1,020.04-4,594.50"
Saint Kitts And Nevis,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"4,594.50 €",
Saint Kitts And Nevis,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"3,675.60 €",
Saint Kitts And Nevis,Salaries And Financing,Average Monthly Net Salary (After Tax),"1,020.04 €",
Saint Kitts And Nevis,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",?,
Saint Lucia,Rent Per Month,Apartment (1 bedroom) in City Centre,495.00 €,306.01-666.20
Saint Lucia,Rent Per Month,Apartment (1 bedroom) Outside of Centre,356.09 €,204.01-510.02
Saint Lucia,Rent Per Month,Apartment (3 bedrooms) in City Centre,819.38 €,"680.02-1,020.04"
Saint Lucia,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,586.90 €,510.02-680.02
Saint Lucia,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,130.75 €,91.50-170.01
Saint Lucia,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,148.28 €,58.56-238.01
Saint Lucia,Salaries And Financing,Average Monthly Net Salary (After Tax),782.03 €,
Saint Lucia,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",7.75,7.00-8.50
Saint Vincent And The Grenadines,Rent Per Month,Apartment (1 bedroom) in City Centre,351.35 €,272.01-510.02
Saint Vincent And The Grenadines,Rent Per Month,Apartment (1 bedroom) Outside of Centre,232.34 €,204.01-272.01
Saint Vincent And The Grenadines,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,439.39 €","612.02-2,856.10"
Saint Vincent And The Grenadines,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,532.69 €,476.02-612.02
Saint Vincent And The Grenadines,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,006.46 €","548.98-1,463.94"
Saint Vincent And The Grenadines,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,640.48 €,548.98-731.97
Saint Vincent And The Grenadines,Salaries And Financing,Average Monthly Net Salary (After Tax),816.03 €,
Saint Vincent And The Grenadines,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",12.00,
Saint-Pierre And Miquelon,Rent Per Month,Apartment (1 bedroom) in City Centre,750.00 €,
Saint-Pierre And Miquelon,Rent Per Month,Apartment (1 bedroom) Outside of Centre,700.00 €,
Saint-Pierre And Miquelon,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,200.00 €",
Saint-Pierre And Miquelon,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,200.00 €",
Saint-Pierre And Miquelon,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,?,
Saint-Pierre And Miquelon,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,?,
Saint-Pierre And Miquelon,Salaries And Financing,Average Monthly Net Salary (After Tax),?,
Saint-Pierre And Miquelon,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",?,
Samoa,Rent Per Month,Apartment (1 bedroom) in City Centre,321.62 €,
Samoa,Rent Per Month,Apartment (1 bedroom) Outside of Centre,137.84 €,
Samoa,Rent Per Month,Apartment (3 bedrooms) in City Centre,643.23 €,
Samoa,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,990.21 €,"459.45-1,520.97"
Samoa,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"22,607.80 €",
Samoa,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"22,607.80 €",
Samoa,Salaries And Financing,Average Monthly Net Salary (After Tax),551.34 €,
Samoa,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",?,
San Marino,Rent Per Month,Apartment (1 bedroom) in City Centre,500.00 €,400.00-700.00
San Marino,Rent Per Month,Apartment (1 bedroom) Outside of Centre,483.33 €,300.00-700.00
San Marino,Rent Per Month,Apartment (3 bedrooms) in City Centre,656.67 €,500.00-900.00
San Marino,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,666.67 €,450.00-900.00
San Marino,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"2,900.00 €","2,500.00-3,500.00"
San Marino,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"2,716.67 €","2,250.00-3,000.00"
San Marino,Salaries And Financing,Average Monthly Net Salary (After Tax),"2,628.83 €",
San Marino,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",3.40,2.65-4.00
Sao Tome And Principe,Rent Per Month,Apartment (1 bedroom) in City Centre,233.33 €,100.00-300.00
Sao Tome And Principe,Rent Per Month,Apartment (1 bedroom) Outside of Centre,163.33 €,90.00-200.00
Sao Tome And Principe,Rent Per Month,Apartment (3 bedrooms) in City Centre,575.00 €,400.00-750.00
Sao Tome And Principe,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,450.00 €,300.00-600.00
Sao Tome And Principe,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,?,
Sao Tome And Principe,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,118.13 €,
Sao Tome And Principe,Salaries And Financing,Average Monthly Net Salary (After Tax),388.75 €,
Sao Tome And Principe,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",7.38,
Saudi Arabia,Rent Per Month,Apartment (1 bedroom) in City Centre,455.25 €,"245.01-1,225.04"
Saudi Arabia,Rent Per Month,Apartment (1 bedroom) Outside of Centre,377.10 €,196.01-980.03
Saudi Arabia,Rent Per Month,Apartment (3 bedrooms) in City Centre,830.59 €,"441.01-2,205.07"
Saudi Arabia,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,600.12 €,"367.51-1,274.04"
Saudi Arabia,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,630.03 €","735.02-3,185.10"
Saudi Arabia,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,024.91 €","490.01-2,128.25"
Saudi Arabia,Salaries And Financing,Average Monthly Net Salary (After Tax),"2,025.97 €",
Saudi Arabia,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",4.70,3.00-7.00
Senegal,Rent Per Month,Apartment (1 bedroom) in City Centre,776.49 €,"457.35-1,219.59"
Senegal,Rent Per Month,Apartment (1 bedroom) Outside of Centre,333.45 €,228.67-400.00
Senegal,Rent Per Month,Apartment (3 bedrooms) in City Centre,"2,071.78 €","1,295.82-3,963.67"
Senegal,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,805.80 €,"533.57-1,219.59"
Senegal,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"2,096.17 €","1,524.49-2,286.74"
Senegal,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,250.08 €","914.69-4,268.57"
Senegal,Salaries And Financing,Average Monthly Net Salary (After Tax),346.75 €,
Senegal,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",8.19,6.50-9.00
Serbia,Rent Per Month,Apartment (1 bedroom) in City Centre,506.46 €,298.60-895.81
Serbia,Rent Per Month,Apartment (1 bedroom) Outside of Centre,361.43 €,200.00-600.00
Serbia,Rent Per Month,Apartment (3 bedrooms) in City Centre,903.52 €,"450.00-1,600.00"
Serbia,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,632.58 €,"341.26-1,023.78"
Serbia,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"2,918.02 €","1,706.30-4,436.39"
Serbia,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,978.33 €","1,279.73-2,986.03"
Serbia,Salaries And Financing,Average Monthly Net Salary (After Tax),776.48 €,
Serbia,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",6.78,4.50-8.00
Seychelles,Rent Per Month,Apartment (1 bedroom) in City Centre,849.55 €,766.95-958.68
Seychelles,Rent Per Month,Apartment (1 bedroom) Outside of Centre,732.90 €,575.21-950.00
Seychelles,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,746.79 €","1,597.81-2,300.00"
Seychelles,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,473.07 €","1,150.42-1,917.37"
Seychelles,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,605.55 €,"127.82-1,038.83"
Seychelles,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,775.80 €,"519.41-1,032.19"
Seychelles,Salaries And Financing,Average Monthly Net Salary (After Tax),715.13 €,
Seychelles,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",16.50,10.00-23.00
Sierra Leone,Rent Per Month,Apartment (1 bedroom) in City Centre,"1,214.10 €","551.34-2,297.25"
Sierra Leone,Rent Per Month,Apartment (1 bedroom) Outside of Centre,"1,159.35 €","813.23-1,837.80"
Sierra Leone,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,663.21 €","689.18-3,216.15"
Sierra Leone,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,91.89 €,
Sierra Leone,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,994.04 €,989.10-998.99
Sierra Leone,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,995.69 €,"989.10-1,008.88"
Sierra Leone,Salaries And Financing,Average Monthly Net Salary (After Tax),"1,179.25 €",
Sierra Leone,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",?,
Singapore,Rent Per Month,Apartment (1 bedroom) in City Centre,"2,715.76 €","1,721.50-3,442.99"
Singapore,Rent Per Month,Apartment (1 bedroom) Outside of Centre,"1,940.89 €","1,377.20-2,582.24"
Singapore,Rent Per Month,Apartment (3 bedrooms) in City Centre,"5,356.57 €","3,442.99-7,574.58"
Singapore,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"3,354.05 €","2,410.09-4,820.19"
Singapore,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"20,463.50 €","16,306.42-27,424.44"
Singapore,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"13,326.78 €","10,631.96-16,306.42"
Singapore,Salaries And Financing,Average Monthly Net Salary (After Tax),"3,505.43 €",
Singapore,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",3.24,2.50-4.75
Sint Maarten,Rent Per Month,Apartment (1 bedroom) in City Centre,980.30 €,"796.93-2,389.14"
Sint Maarten,Rent Per Month,Apartment (1 bedroom) Outside of Centre,825.59 €,"637.55-1,837.80"
Sint Maarten,Rent Per Month,Apartment (3 bedrooms) in City Centre,"2,963.45 €","2,205.36-4,135.05"
Sint Maarten,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,883.75 €","1,194.57-3,216.15"
Sint Maarten,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"2,090.50 €","1,424.30-2,756.70"
Sint Maarten,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,102.68 €",
Sint Maarten,Salaries And Financing,Average Monthly Net Salary (After Tax),"1,612.42 €",
Sint Maarten,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",5.83,5.00-6.50
Slovakia,Rent Per Month,Apartment (1 bedroom) in City Centre,606.20 €,400.00-900.00
Slovakia,Rent Per Month,Apartment (1 bedroom) Outside of Centre,486.71 €,350.00-700.00
Slovakia,Rent Per Month,Apartment (3 bedrooms) in City Centre,990.14 €,"650.00-1,500.00"
Slovakia,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,767.68 €,"550.00-1,200.00"
Slovakia,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"3,610.56 €","2,000.00-6,000.00"
Slovakia,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"2,748.09 €","1,600.00-4,200.00"
Slovakia,Salaries And Financing,Average Monthly Net Salary (After Tax),"1,143.69 €",
Slovakia,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",4.30,3.50-5.00
Slovenia,Rent Per Month,Apartment (1 bedroom) in City Centre,694.36 €,"480.00-1,100.00"
Slovenia,Rent Per Month,Apartment (1 bedroom) Outside of Centre,576.27 €,350.00-850.00
Slovenia,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,305.21 €","850.00-2,100.00"
Slovenia,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,060.74 €","700.00-1,500.00"
Slovenia,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"4,375.00 €","2,800.00-6,000.00"
Slovenia,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"3,477.93 €","2,300.00-4,500.00"
Slovenia,Salaries And Financing,Average Monthly Net Salary (After Tax),"1,492.15 €",
Slovenia,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",3.83,2.10-5.00
Solomon Islands,Rent Per Month,Apartment (1 bedroom) in City Centre,478.00 €,382.37-655.49
Solomon Islands,Rent Per Month,Apartment (1 bedroom) Outside of Centre,430.16 €,"327.74-1,092.48"
Solomon Islands,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,028.75 €","546.24-1,638.72"
Solomon Islands,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,830.28 €,"436.99-2,731.20"
Solomon Islands,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"76,473.58 €","76,473.58-76,473.58"
Solomon Islands,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"54,623.93 €","54,623.88-54,623.99"
Solomon Islands,Salaries And Financing,Average Monthly Net Salary (After Tax),326.38 €,
Solomon Islands,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",16.33,10.00-20.00
Somalia,Rent Per Month,Apartment (1 bedroom) in City Centre,122.42 €,64.32-229.73
Somalia,Rent Per Month,Apartment (1 bedroom) Outside of Centre,67.64 €,36.76-91.89
Somalia,Rent Per Month,Apartment (3 bedrooms) in City Centre,313.37 €,183.78-459.45
Somalia,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,172.14 €,137.84-321.62
Somalia,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"10,418.54 €","2,940.48-45,945.00"
Somalia,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"17,251.60 €","2,205.36-41,350.50"
Somalia,Salaries And Financing,Average Monthly Net Salary (After Tax),295.72 €,
Somalia,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",9.43,4.00-20.00
South Africa,Rent Per Month,Apartment (1 bedroom) in City Centre,413.17 €,252.43-757.30
South Africa,Rent Per Month,Apartment (1 bedroom) Outside of Centre,332.83 €,227.19-504.87
South Africa,Rent Per Month,Apartment (3 bedrooms) in City Centre,822.51 €,"504.87-1,514.60"
South Africa,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,648.08 €,"429.14-1,009.73"
South Africa,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,927.06 €,"403.89-1,817.51"
South Africa,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,691.92 €,"457.44-1,363.14"
South Africa,Salaries And Financing,Average Monthly Net Salary (After Tax),"1,183.55 €",
South Africa,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",11.60,9.42-13.50
South Korea,Rent Per Month,Apartment (1 bedroom) in City Centre,499.95 €,285.82-952.74
South Korea,Rent Per Month,Apartment (1 bedroom) Outside of Centre,318.77 €,190.55-571.65
South Korea,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,346.39 €","635.16-3,048.78"
South Korea,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,812.76 €,"444.61-1,587.90"
South Korea,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"11,978.49 €","4,446.13-24,136.14"
South Korea,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"7,836.40 €","3,175.81-12,703.23"
South Korea,Salaries And Financing,Average Monthly Net Salary (After Tax),"1,978.23 €",
South Korea,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",4.57,3.50-6.00
South Sudan,Rent Per Month,Apartment (1 bedroom) in City Centre,"3,216.15 €",
South Sudan,Rent Per Month,Apartment (1 bedroom) Outside of Centre,"2,481.03 €",
South Sudan,Rent Per Month,Apartment (3 bedrooms) in City Centre,"11,119.61 €",
South Sudan,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,194.57 €",
South Sudan,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,992.41 €,"459.45-1,525.37"
South Sudan,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,551.34 €,321.62-781.07
South Sudan,Salaries And Financing,Average Monthly Net Salary (After Tax),"1,859.24 €",
South Sudan,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",8.85,5.69-12.00
Spain,Rent Per Month,Apartment (1 bedroom) in City Centre,938.49 €,"600.00-1,500.00"
Spain,Rent Per Month,Apartment (1 bedroom) Outside of Centre,714.76 €,"450.00-1,011.23"
Spain,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,469.65 €","900.00-2,500.00"
Spain,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,065.82 €","700.00-1,750.00"
Spain,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"3,648.75 €","2,000.00-6,565.64"
Spain,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"2,284.56 €","1,271.43-4,500.00"
Spain,Salaries And Financing,Average Monthly Net Salary (After Tax),"1,704.98 €",
Spain,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",3.52,2.70-4.50
Sri Lanka,Rent Per Month,Apartment (1 bedroom) in City Centre,235.65 €,108.36-557.30
Sri Lanka,Rent Per Month,Apartment (1 bedroom) Outside of Centre,131.27 €,77.40-278.65
Sri Lanka,Rent Per Month,Apartment (3 bedrooms) in City Centre,654.52 €,"185.77-1,393.25"
Sri Lanka,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,246.95 €,108.36-464.42
Sri Lanka,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,738.16 €","1,166.42-2,476.88"
Sri Lanka,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,146.30 €","619.22-1,666.31"
Sri Lanka,Salaries And Financing,Average Monthly Net Salary (After Tax),186.22 €,
Sri Lanka,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",16.50,13.50-20.00
Sudan,Rent Per Month,Apartment (1 bedroom) in City Centre,629.08 €,459.45-827.01
Sudan,Rent Per Month,Apartment (1 bedroom) Outside of Centre,318.66 €,183.78-505.40
Sudan,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,236.81 €","909.80-1,699.97"
Sudan,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,581.67 €,459.45-918.90
Sudan,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,170.46 €","918.90-1,837.80"
Sudan,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,786.17 €,"490.10-1,102.68"
Sudan,Salaries And Financing,Average Monthly Net Salary (After Tax),190.60 €,
Sudan,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",21.33,12.00-30.00
Suriname,Rent Per Month,Apartment (1 bedroom) in City Centre,432.29 €,271.49-918.90
Suriname,Rent Per Month,Apartment (1 bedroom) Outside of Centre,199.48 €,108.70-275.67
Suriname,Rent Per Month,Apartment (3 bedrooms) in City Centre,987.36 €,"542.99-2,297.25"
Suriname,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,499.41 €,367.56-785.11
Suriname,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,448.11 €,137.84-930.83
Suriname,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,383.01 €,91.89-827.41
Suriname,Salaries And Financing,Average Monthly Net Salary (After Tax),261.58 €,
Suriname,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",16.25,7.00-18.00
Sweden,Rent Per Month,Apartment (1 bedroom) in City Centre,828.21 €,"589.66-1,542.18"
Sweden,Rent Per Month,Apartment (1 bedroom) Outside of Centre,645.31 €,"453.58-1,088.60"
Sweden,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,372.57 €","997.88-2,503.78"
Sweden,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,052.60 €","752.95-1,814.33"
Sweden,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"5,427.04 €","2,902.94-10,432.42"
Sweden,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"3,414.08 €","1,995.77-5,848.42"
Sweden,Salaries And Financing,Average Monthly Net Salary (After Tax),"2,753.81 €",
Sweden,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",4.56,3.00-5.00
Switzerland,Rent Per Month,Apartment (1 bedroom) in City Centre,"1,736.10 €","1,246.60-2,597.07"
Switzerland,Rent Per Month,Apartment (1 bedroom) Outside of Centre,"1,431.07 €","1,038.83-2,077.66"
Switzerland,Rent Per Month,Apartment (3 bedrooms) in City Centre,"3,107.68 €","2,077.66-4,882.50"
Switzerland,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"2,552.73 €","1,869.89-3,739.79"
Switzerland,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"15,188.15 €","8,830.05-27,009.57"
Switzerland,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"11,952.22 €","7,271.81-18,075.64"
Switzerland,Salaries And Financing,Average Monthly Net Salary (After Tax),"6,151.66 €",
Switzerland,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",2.45,1.68-3.00
Syria,Rent Per Month,Apartment (1 bedroom) in City Centre,135.60 €,55.13-459.45
Syria,Rent Per Month,Apartment (1 bedroom) Outside of Centre,79.08 €,32.16-256.01
Syria,Rent Per Month,Apartment (3 bedrooms) in City Centre,308.71 €,128.65-918.90
Syria,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,174.31 €,82.70-459.45
Syria,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,276.25 €","918.90-1,837.80"
Syria,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,510.50 €,"275.67-1,104.04"
Syria,Salaries And Financing,Average Monthly Net Salary (After Tax),39.16 €,
Syria,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",13.67,11.00-18.00
Taiwan,Rent Per Month,Apartment (1 bedroom) in City Centre,435.30 €,250.68-835.59
Taiwan,Rent Per Month,Apartment (1 bedroom) Outside of Centre,303.87 €,167.12-557.06
Taiwan,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,028.90 €","668.47-1,894.01"
Taiwan,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,737.86 €,"501.35-1,169.83"
Taiwan,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"8,246.27 €","3,342.37-16,711.83"
Taiwan,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"5,187.16 €","2,481.71-11,141.22"
Taiwan,Salaries And Financing,Average Monthly Net Salary (After Tax),"1,472.65 €",
Taiwan,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",2.08,1.50-2.80
Tajikistan,Rent Per Month,Apartment (1 bedroom) in City Centre,340.19 €,210.48-463.05
Tajikistan,Rent Per Month,Apartment (1 bedroom) Outside of Centre,186.57 €,126.29-294.67
Tajikistan,Rent Per Month,Apartment (3 bedrooms) in City Centre,574.89 €,420.96-841.91
Tajikistan,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,401.66 €,252.57-673.53
Tajikistan,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,772.05 €,673.53-926.10
Tajikistan,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,496.64 €,413.51-589.34
Tajikistan,Salaries And Financing,Average Monthly Net Salary (After Tax),196.29 €,
Tajikistan,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",21.12,12.00-30.00
Tanzania,Rent Per Month,Apartment (1 bedroom) in City Centre,294.80 €,103.57-690.45
Tanzania,Rent Per Month,Apartment (1 bedroom) Outside of Centre,159.49 €,86.31-345.22
Tanzania,Rent Per Month,Apartment (3 bedrooms) in City Centre,645.64 €,"172.61-1,378.35"
Tanzania,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,325.95 €,103.57-863.06
Tanzania,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"13,443.67 €","863.06-34,522.48"
Tanzania,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"7,651.11 €","4,945.48-10,356.74"
Tanzania,Salaries And Financing,Average Monthly Net Salary (After Tax),223.63 €,
Tanzania,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",14.17,12.00-18.00
Thailand,Rent Per Month,Apartment (1 bedroom) in City Centre,433.66 €,245.48-681.88
Thailand,Rent Per Month,Apartment (1 bedroom) Outside of Centre,237.72 €,136.38-409.13
Thailand,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,069.29 €","477.32-2,182.01"
Thailand,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,588.77 €,"272.75-1,363.76"
Thailand,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"3,660.79 €","1,636.51-6,818.79"
Thailand,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,968.48 €","900.08-2,727.52"
Thailand,Salaries And Financing,Average Monthly Net Salary (After Tax),572.68 €,
